pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db) currentX(m) currentY currentHeading(rad)
1722936690216 1722936690258 42 328963.850000000034925 3463475.030000000260770 -3.119994204096363 1.840000000000000 5C4225714 5 -67 328963.777566927310545 3463475.040973703842610 -3.120201619024667
1722936690271 1722936690290 19 328963.770000000018626 3463475.040000000037253 -3.119994204096363 1.880000000000000 5C4225714 5 -67 328963.777566927310545 3463475.040973703842610 -3.120201619024667
1722936690325 1722936690345 20 328963.660000000032596 3463475.040000000037253 -3.123921194913351 1.920000000000000 5C4225714 5 -67 328963.663333441014402 3463475.042835241649300 -3.124033367224373
1722936690380 1722936690400 20 328963.549999999988358 3463475.040000000037253 -3.123921194913351 1.980000000000000 5C4225714 5 -67 328963.434866468305700 3463475.046558322384953 -3.124033367224373
1722936690434 1722936690451 17 328963.429999999993015 3463475.040000000037253 -3.123921194913351 2.060000000000000 5C4225714 5 -67 328963.330152441398241 3463475.048264735378325 -3.117782400695185
1722936690489 1722936690506 17 328963.330000000016298 3463475.040000000037253 -3.117594376374871 2.100000000000000 5C4225714 5 -67 328963.263516239938326 3463475.049350635148585 -3.117782400695185
1722936690544 1722936690561 17 328963.260000000009313 3463475.040000000037253 -3.117594376374871 2.220000000000000 5C4225714 5 -67 328963.101504818885587 3463475.040902276989073 -3.117782400695185
1722936690599 1722936690621 22 328963.100000000034925 3463475.040000000037253 -3.117594376374871 2.280000000000000 5C4225714 5 -67 328962.949374151532538 3463475.054469883907586 -3.117782400695185
1722936690654 1722936690672 18 328962.940000000002328 3463475.050000000279397 -3.117594376374871 2.380000000000000 5C4225714 5 -67 328962.854179579066113 3463475.056021172553301 -3.131732032008212
1722936690709 1722936690727 18 328962.850000000034925 3463475.050000000279397 -3.131557010390826 2.480000000000000 5C4225714 5 -67 328962.692348807409871 3463475.058658366557211 -3.131732032008212
1722936690764 1722936690783 19 328962.690000000002328 3463475.050000000279397 -3.131557010390826 2.540000000000000 5C4225714 5 -67 328962.587634777766652 3463475.060364787466824 -3.131732032008212
1722936690818 1722936690838 20 328962.470000000030268 3463475.060000000055879 -3.131557010390826 2.740000000000000 5C4225714 5 -67 328962.473401291121263 3463475.062226337846369 -3.131732032008212
1722936690873 1722936690894 21 328962.470000000030268 3463475.060000000055879 -3.131557010390826 2.740000000000000 5C4225714 5 -67 328962.387726173037663 3463475.063622502610087 -3.131732032008212
1722936690928 1722936690956 28 328962.150000000023283 3463475.060000000055879 -3.125884690321844 2.960000000000000 5C4225714 5 -67 328961.997428427683190 3463475.069982814136893 -3.125930609934461
1722936690982 1722936691001 19 328961.989999999990687 3463475.060000000055879 -3.125884690321844 3.060000000000000 5C4225714 5 -67 328961.997428427683190 3463475.069982814136893 -3.125930609934461
1722936691037 1722936691056 19 328961.840000000025611 3463475.070000000298023 -3.125884690321844 3.160000000000000 5C4225714 5 -67 328961.845117112738080 3463475.072464891709387 -3.125930609934461
1722936691092 1722936691111 19 328961.640000000013970 3463475.070000000298023 -3.125666524165345 3.300000000000000 5C4225714 5 -67 328961.540494480170310 3463475.077429051976651 -3.125796917713758
1722936691147 1722936691174 27 328961.539999999979045 3463475.070000000298023 -3.125666524165345 3.380000000000000 5C4225714 5 -67 328961.331066422688309 3463475.080841917078942 -3.125796917713758
1722936691201 1722936691219 18 328961.330000000016298 3463475.080000000074506 -3.125666524165345 3.500000000000000 5C4225714 5 -67 328961.112118903198279 3463475.084409918170422 -3.125796917713758
1722936691256 1722936691274 18 328961.109999999986030 3463475.080000000074506 -3.125666524165345 3.600000000000000 5C4225714 5 -67 328960.883832580992021 3463475.099218599498272 -3.133668684252811
1722936691310 1722936691329 19 328960.880000000004657 3463475.089999999850988 -3.133520505799320 3.760000000000000 5C4225714 5 -67 328960.731521265697666 3463475.101700692903250 -3.133668684252811
1722936691365 1722936691384 19 328960.729999999981374 3463475.100000000093132 -3.133520505799320 3.820000000000000 5C4225714 5 -67 328960.569690493284725 3463475.104337919037789 -3.133668684252811
1722936691419 1722936691439 20 328960.559999999997672 3463475.100000000093132 -3.133520505799320 3.980000000000000 5C4225714 5 -67 328960.398340261424892 3463475.107130278833210 -3.133668684252811
1722936691474 1722936691495 21 328960.390000000013970 3463475.100000000093132 -3.133520505799320 4.080000000000000 5C4225714 5 -67 328960.188912201090716 3463475.110543166752905 -3.135906807219105
1722936691529 1722936691550 21 328960.179999999993015 3463475.109999999869615 -3.135702167364313 4.220000000000000 5C4225714 5 -67 328959.884289569919929 3463475.115507376380265 -3.135906807219105
1722936691583 1722936691603 20 328959.780000000027940 3463475.109999999869615 -3.135702167364313 4.520000000000000 5C4225714 5 -67 328959.789094994368497 3463475.117058693431318 -3.135906807219105
1722936691638 1722936691659 21 328959.369999999995343 3463475.129999999888241 -3.135702167364313 4.640000000000000 5C4225714 5 -67 328959.379938986094203 3463475.134814910590649 -3.135906807219105
1722936691693 1722936691714 21 328959.130000000004657 3463475.129999999888241 -3.136574831990310 4.740000000000000 5C4225714 5 -67 328959.132433099555783 3463475.138848348986357 -3.136739835417790
1722936691748 1722936691768 20 328958.880000000004657 3463475.149999999906868 -3.136574831990310 4.920000000000000 5C4225714 5 -67 328958.637601972965058 3463475.158000788651407 -3.136739835417790
1722936691803 1722936691823 20 328958.630000000004657 3463475.149999999906868 -3.136574831990310 5.060000000000000 5C4225714 5 -67 328958.323459879262373 3463475.163120175711811 -3.136739835417790
1722936691861 1722936691878 17 328958.320000000006985 3463475.160000000149012 -3.136574831990310 5.180000000000000 5C4225714 5 -67 328958.161629106209148 3463475.165757439564914 3.136859146125456
1722936691915 1722936691933 18 328958.160000000032596 3463475.160000000149012 3.137011164303308 5.300000000000000 5C4225714 5 -67 328958.104512363555841 3463475.166688238736242 3.136859146125456
1722936691970 1722936691988 18 328958.100000000034925 3463475.160000000149012 3.137011164303308 5.480000000000000 5C4225714 5 -67 328957.666797982412390 3463475.184909923933446 3.136859146125456
1722936692024 1722936692043 19 328957.660000000032596 3463475.180000000167638 3.137011164303308 5.580000000000000 5C4225714 5 -67 328957.324278175074141 3463475.201580286957324 3.136859146125456
1722936692079 1722936692098 19 328957.320000000006985 3463475.200000000186265 3.137011164303308 5.740000000000000 5C4225714 5 -67 328957.086291742627509 3463475.205458639189601 3.139061053509772
1722936692134 1722936692160 26 328957.080000000016298 3463475.200000000186265 3.139192825868300 5.860000000000000 5C4225714 5 -67 328956.858005423448049 3463475.220267408993095 3.139061053509772
1722936692189 1722936692210 21 328956.359999999986030 3463475.229999999981374 3.139192825868300 6.100000000000001 5C4225714 5 -67 328956.363174300873652 3463475.239419955760241 3.139061053509772
1722936692243 1722936692266 23 328956.109999999986030 3463475.240000000223517 3.139192825868300 6.280000000000000 5C4225714 5 -67 328956.115668408805504 3463475.243453464936465 3.139061053509772
1722936692298 1722936692316 18 328955.789999999979045 3463475.250000000000000 3.132866007329821 6.380000000000000 5C4225714 5 -67 328955.792187519371510 3463475.259813608136028 3.132852690467625
1722936692352 1722936692372 20 328955.450000000011642 3463475.260000000242144 3.132866007329821 6.540000000000000 5C4225714 5 -67 328954.992733760154806 3463475.283930556382984 3.132852690467625
1722936692407 1722936692427 20 328954.989999999990687 3463475.280000000260770 3.132866007329821 6.660000000000000 5C4225714 5 -67 328954.783305701101199 3463475.287343552801758 3.132852690467625
1722936692461 1722936692489 28 328954.780000000027940 3463475.280000000260770 3.132866007329821 6.840000000000000 5C4225714 5 -67 328954.440785895916633 3463475.304014009889215 3.135731035110137
1722936692516 1722936692541 25 328954.440000000002328 3463475.300000000279397 3.135920333520811 6.940000000000000 5C4225714 5 -67 328954.088746631750837 3463475.320839616470039 3.135731035110137
1722936692570 1722936692591 21 328954.080000000016298 3463475.320000000298023 3.135920333520811 7.120000000000000 5C4225714 5 -67 328953.651032256195322 3463475.339061470702291 3.135731035110137
1722936692628 1722936692648 20 328953.650000000023283 3463475.330000000074506 3.135920333520811 7.200000000000000 5C4225714 5 -67 328953.355929078010377 3463475.343870732001960 3.135731035110137
1722936692683 1722936692703 20 328953.350000000034925 3463475.339999999850988 3.135920333520811 7.380000000000000 5C4225714 5 -67 328953.051487102755345 3463475.359920683782548 3.132039890634972
1722936692738 1722936692757 19 328952.590000000025611 3463475.370000000111759 3.132211508860324 7.720000000000000 5C4225714 5 -67 328952.594733811332844 3463475.378452858421952 3.132039890634972
1722936692792 1722936692811 19 328952.049999999988358 3463475.390000000130385 3.132211508860324 7.820000000000000 5C4225714 5 -67 328952.052305403747596 3463475.398381299804896 3.132039890634972
1722936692847 1722936692866 19 328952.049999999988358 3463475.390000000130385 3.132211508860324 7.940000000000000 5C4225714 5 -67 328952.052305403747596 3463475.398381299804896 3.132039890634972
1722936692906 1722936692925 19 328951.250000000000000 3463475.419999999925494 3.132211508860324 8.080000000000000 5C4225714 5 -67 328951.252851648838259 3463475.422498533502221 3.132044149238346
1722936692960 1722936692980 20 328950.910000000032596 3463475.430000000167638 3.132211508860324 8.240000000000000 5C4225714 5 -67 328950.339345068787225 3463475.459563056007028 3.132044149238346
1722936693014 1722936693036 22 328950.330000000016298 3463475.450000000186265 3.132211508860324 8.359999999999999 5C4225714 5 -67 328949.910969489661511 3463475.466544379480183 3.132044149238346
1722936693069 1722936693092 23 328949.910000000032596 3463475.459999999962747 3.132211508860324 8.480000000000000 5C4225714 5 -67 328949.739799919712823 3463475.480422460939735 3.126760985232683
1722936693124 1722936693141 17 328949.729999999981374 3463475.479999999981374 3.126975521104340 8.660000000000000 5C4225714 5 -67 328949.216410425782669 3463475.500040768645704 3.126760985232683
1722936693178 1722936693196 18 328949.210000000020955 3463475.500000000000000 3.126975521104340 8.840000000000000 5C4225714 5 -67 328948.683501479914412 3463475.519814242608845 3.126760985232683
1722936693233 1722936693251 18 328948.679999999993015 3463475.510000000242144 3.126975521104340 8.940000000000000 5C4225714 5 -67 328948.226748191635124 3463475.538346607238054 3.126760985232683
1722936693288 1722936693306 18 328948.220000000030268 3463475.530000000260770 3.126975521104340 9.040000000000001 5C4225714 5 -67 328947.769994903879706 3463475.556878991890699 3.130690733669887
1722936693342 1722936693368 26 328947.760000000009313 3463475.550000000279397 3.130902511921327 9.180000000000000 5C4225714 5 -67 328947.208527585258707 3463475.577117969281971 3.130690733669887
1722936693397 1722936693419 22 328947.200000000011642 3463475.570000000298023 3.130902511921327 9.340000000000000 5C4225714 5 -67 328946.732554716989398 3463475.584875138942152 3.130690733669887
1722936693451 1722936693469 18 328946.729999999981374 3463475.580000000074506 3.130902511921327 9.420000000000000 5C4225714 5 -67 328946.447151661443058 3463475.600614997558296 3.130690733669887
1722936693506 1722936693526 20 328945.669999999983702 3463475.620000000111759 3.130029847295330 9.680000000000000 5C4225714 5 -67 328945.676256283011753 3463475.624267226085067 3.129883798143521
1722936693560 1722936693581 21 328945.580000000016298 3463475.620000000111759 3.130029847295330 9.779999999999999 5C4225714 5 -67 328945.581061708740890 3463475.625818671658635 3.129883798143521
1722936693615 1722936693641 26 328944.880000000004657 3463475.629999999888241 3.130029847295330 9.859999999999999 5C4225714 5 -67 328944.486324106226675 3463475.643660364672542 3.129883798143521
1722936693670 1722936693691 21 328944.479999999981374 3463475.640000000130385 3.130029847295330 10.020000000000000 5C4225714 5 -67 328943.886778956628405 3463475.664520103950053 -3.140038437890889
1722936693725 1722936693746 21 328943.880000000004657 3463475.660000000149012 -3.139847324337799 10.160000000000000 5C4225714 5 -67 328943.372547586215660 3463475.661812465172261 -3.140038437890889
1722936693779 1722936693796 17 328943.369999999995343 3463475.660000000149012 -3.139847324337799 10.240000000000000 5C4225714 5 -67 328943.067924947012216 3463475.666777163278311 -3.140038437890889
1722936693834 1722936693858 24 328943.059999999997672 3463475.660000000149012 -3.139847324337799 10.340000000000000 5C4225714 5 -67 328942.230032019200735 3463475.669344580732286 -3.140038437890889
1722936693889 1722936693909 20 328942.229999999981374 3463475.660000000149012 -3.139847324337799 10.400000000000000 5C4225714 5 -67 328941.706461858586408 3463475.677877717185766 -3.138021360874359
1722936693944 1722936693962 18 328941.700000000011642 3463475.669999999925494 -3.137883828929305 10.480000000000000 5C4225714 5 -67 328941.182711021974683 3463475.675325333140790 -3.138021360874359
1722936694002 1722936694024 22 328941.179999999993015 3463475.669999999925494 -3.137883828929305 10.600000000000000 5C4225714 5 -67 328940.754154759342782 3463475.671221486292779 -3.138021360874359
1722936694057 1722936694074 17 328940.750000000000000 3463475.669999999925494 -3.137883828929305 10.660000000000000 5C4225714 5 -67 328940.001936940068845 3463475.672392739448696 -3.123748407317400
1722936694112 1722936694129 17 328939.450000000011642 3463475.669999999925494 -3.123703028756851 10.820000000000000 5C4225714 5 -67 328939.459147180430591 3463475.670150741934776 -3.123748407317400
