pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db) currentX(m) currentY currentHeading(rad)
1722846860448 1722846860489 41 328963.970000000030268 3463475.240000000223517 3.065016332658542 0.000000000000000 5C4225714 5 -73 328963.961868941260036 3463475.248651633504778 3.064995877399706
1722846860553 1722846860580 27 328963.940000000002328 3463475.240000000223517 3.065016332658542 0.100000000000000 5C4225714 5 -73 328963.933310568449087 3463475.249117018189281 3.064995877399706
1722846860657 1722846860680 23 328963.900000000023283 3463475.240000000223517 3.067852492693032 0.280000000000000 5C4225714 5 -73 328963.885893933358602 3463475.260978203266859 3.067683003769369
1722846860761 1722846860784 23 328963.850000000034925 3463475.260000000242144 3.067852492693032 0.420000000000000 5C4225714 5 -73 328963.819257733412087 3463475.262064099777490 3.067683003769369
1722846860866 1722846860886 20 328963.780000000027940 3463475.260000000242144 3.063707335719546 0.640000000000000 5C4225714 5 -73 328963.752802184899338 3463475.274235541466624 3.063661101947658
1722846860970 1722846860996 26 328963.710000000020955 3463475.270000000018626 3.063707335719546 0.880000000000000 5C4225714 5 -73 328963.657607614703011 3463475.275786822661757 3.063661101947658
1722846861075 1722846861100 25 328963.590000000025611 3463475.270000000018626 3.063052837250048 1.160000000000000 5C4225714 5 -73 328963.514996409823652 3463475.289199293125421 3.062849907817916
1722846861179 1722846861205 26 328963.470000000030268 3463475.280000000260770 3.063052837250048 1.440000000000000 5C4225714 5 -73 328963.372385205118917 3463475.302611765917391 3.062849907817916
1722846861283 1722846861305 22 328963.260000000009313 3463475.300000000279397 3.063271003406547 1.780000000000000 5C4225714 5 -73 328963.163137800991535 3463475.317110139876604 3.063125809466071
1722846861388 1722846861410 22 328963.030000000027940 3463475.330000000074506 3.063271003406547 2.100000000000000 5C4225714 5 -73 328962.896773656655569 3463475.332539292052388 3.063125809466071
1722846861496 1722846861513 17 328962.630000000004657 3463475.350000000093132 3.068070658849532 2.500000000000000 5C4225714 5 -73 328962.630590160377324 3463475.359053996857256 3.067876892395972
1722846861601 1722846861617 16 328962.410000000032596 3463475.370000000111759 3.068070658849532 2.800000000000000 5C4225714 5 -73 328962.411823300761171 3463475.373707516118884 3.067876892395972
1722846861705 1722846861729 24 328962.059999999997672 3463475.399999999906868 3.070252320414525 3.080000000000000 5C4225714 5 -73 328962.069484152249061 3463475.401463269256055 3.070130461526147
1722846861809 1722846861828 19 328961.729999999981374 3463475.419999999925494 3.070252320414525 3.420000000000000 5C4225714 5 -73 328961.736664461554028 3463475.429063905496150 3.070130461526147
1722846861914 1722846861932 18 328961.320000000006985 3463475.450000000186265 3.074179311231512 3.680000000000000 5C4225714 5 -73 328961.327689115889370 3463475.457905593328178 3.073984043794796
1722846862018 1722846862040 22 328960.970000000030268 3463475.470000000204891 3.074179311231512 3.940000000000000 5C4225714 5 -73 328960.690246808284428 3463475.490470438729972 3.082879009607830
