pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db) currentX(m) currentY currentHeading(rad)
1722583447219 1722583447248 29 329242.910000000032596 3463455.530000000260770 0.442222799224063 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.442043728442808
1722583447274 1722583447297 23 329242.910000000032596 3463455.530000000260770 0.443095463850060 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.443076230321703
1722583447329 1722583447343 14 329242.910000000032596 3463455.530000000260770 0.443095463850060 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.443076230321703
1722583447384 1722583447399 15 329242.910000000032596 3463455.530000000260770 0.443095463850060 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.443076230321703
1722583447439 1722583447459 20 329242.910000000032596 3463455.520000000018626 0.441786466911065 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.441622685214057
1722583447494 1722583447511 17 329242.910000000032596 3463455.530000000260770 0.441786466911065 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.441622685214057
1722583447549 1722583447563 14 329242.910000000032596 3463455.530000000260770 0.441786466911065 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.441622685214057
1722583447604 1722583447618 14 329242.910000000032596 3463455.530000000260770 0.441786466911065 0.000000000000000 5C422503D 3 -70 329242.911196077067871 3463455.537605868652463 0.441622685214057
1722583447659 1722583447674 15 329242.910000000032596 3463455.530000000260770 0.441786466911065 0.000000000000000 5C422503D 3 -70 329242.920715540531091 3463455.537450995296240 0.441487788716171
1722583447714 1722583447728 14 329242.919999999983702 3463455.530000000260770 0.441568300754565 0.000000000000000 5C422503D 3 -70 329242.920715540531091 3463455.537450995296240 0.441487788716171
1722583447769 1722583447791 22 329242.919999999983702 3463455.530000000260770 0.441568300754565 0.000000000000000 5C422503D 3 -70 329242.930235004052520 3463455.537296121008694 0.441487788716171
1722583447824 1722583447847 23 329242.929999999993015 3463455.540000000037253 0.443313630006560 0.000000000000000 5C422503D 3 -70 329242.930415356822778 3463455.548381657339633 0.443249873128984
1722583447891 1722583447912 21 329242.940000000002328 3463455.540000000037253 0.443313630006560 0.000000000000000 5C422503D 3 -70 329242.949454286252148 3463455.548071909230202 0.443249873128984
1722583447945 1722583447967 22 329242.940000000002328 3463455.540000000037253 0.443313630006560 0.000000000000000 5C422503D 3 -70 329242.968673565890640 3463455.558847699780017 0.443249873128984
1722583448001 1722583448021 20 329242.960000000020955 3463455.550000000279397 0.443313630006560 0.000000000000000 5C422503D 3 -70 329242.968673565890640 3463455.558847699780017 0.443249873128984
1722583448055 1722583448072 17 329242.960000000020955 3463455.550000000279397 0.443313630006560 0.000000000000000 5C422503D 3 -70 329242.987892845645547 3463455.569623487535864 0.442076226473480
1722583448110 1722583448128 18 329242.979999999981374 3463455.560000000055879 0.442222799224063 0.160000000000000 5C422503D 3 -70 329243.016631588805467 3463455.580244401935488 0.442076226473480
1722583448166 1722583448184 18 329243.010000000009313 3463455.580000000074506 0.442222799224063 0.280000000000000 5C422503D 3 -70 329243.045370331790764 3463455.590865318197757 0.442076226473480
1722583448221 1722583448238 17 329243.070000000006985 3463455.609999999869615 0.440913802285067 0.500000000000000 5C422503D 3 -70 329243.074289427488111 3463455.612571768462658 0.440757822209816
1722583448276 1722583448300 24 329243.109999999986030 3463455.620000000111759 0.440913802285067 0.700000000000000 5C422503D 3 -70 329243.112547636148520 3463455.623037810903043 0.440757822209816
1722583448331 1722583448351 20 329243.150000000023283 3463455.640000000130385 0.440913802285067 0.840000000000000 5C422503D 3 -70 329243.150986195076257 3463455.644589388277382 0.440757822209816
1722583448386 1722583448402 16 329243.179999999993015 3463455.660000000149012 0.440913802285067 0.980000000000000 5C422503D 3 -70 329243.189424753654748 3463455.666140966583043 0.440757822209816
1722583448441 1722583448457 16 329243.250000000000000 3463455.680000000167638 0.441350134598066 1.100000000000000 5C422503D 3 -70 329243.256421704543754 3463455.687227923888713 0.441221608551949
1722583448496 1722583448512 16 329243.299999999988358 3463455.709999999962747 0.441350134598066 1.300000000000000 5C422503D 3 -70 329243.304560078657232 3463455.719710164703429 0.441221608551949
1722583448551 1722583448566 15 329243.369999999995343 3463455.750000000000000 0.441350134598066 1.520000000000000 5C422503D 3 -70 329243.467653425643221 3463455.794676071498543 0.441221608551949
1722583448606 1722583448622 16 329243.460000000020955 3463455.790000000037253 0.441350134598066 1.640000000000000 5C422503D 3 -70 329243.563569469144568 3463455.837469483725727 0.440344772589039
1722583448661 1722583448676 15 329243.559999999997672 3463455.830000000074506 0.440477469972069 1.820000000000000 5C422503D 3 -70 329243.669004972442053 3463455.880108023062348 0.440344772589039
1722583448716 1722583448731 15 329243.660000000032596 3463455.879999999888241 0.440477469972069 1.960000000000000 5C422503D 3 -70 329243.726662809844129 3463455.912435393780470 0.440344772589039
1722583448771 1722583448786 15 329243.720000000030268 3463455.910000000149012 0.440477469972069 2.140000000000000 5C422503D 3 -70 329243.851317594584543 3463455.965849724598229 0.440344772589039
1722583448826 1722583448842 16 329243.950000000011642 3463456.010000000242144 0.440041137659070 2.460000000000000 5C422503D 3 -70 329243.956933447159827 3463456.019573802128434 0.439872189787477
1722583448881 1722583448896 15 329244.000000000000000 3463456.040000000037253 0.440041137659070 2.560000000000000 5C422503D 3 -70 329244.004891468095593 3463456.040970510803163 0.439872189787477
1722583448937 1722583448951 14 329244.229999999981374 3463456.140000000130385 0.440041137659070 2.740000000000000 5C422503D 3 -70 329244.235162099357694 3463456.148108927067369 0.439872189787477
1722583448997 1722583449011 14 329244.340000000025611 3463456.189999999944121 0.440041137659070 2.860000000000000 5C422503D 3 -70 329244.340597596601583 3463456.190747472923249 0.439872189787477
1722583449051 1722583449068 17 329244.440000000002328 3463456.240000000223517 0.440041137659070 3.080000000000000 5C422503D 3 -70 329244.446213449002244 3463456.244471556507051 0.439872189787477
1722583449106 1722583449128 22 329244.590000000025611 3463456.310000000055879 0.441568300754565 3.180000000000000 5C422503D 3 -70 329244.839577395061497 3463456.426575908903033 0.441416282576716
1722583449161 1722583449181 20 329244.830000000016298 3463456.419999999925494 0.441568300754565 3.360000000000000 5C422503D 3 -70 329244.839577395061497 3463456.426575908903033 0.441416282576716
1722583449217 1722583449233 16 329244.830000000016298 3463456.419999999925494 0.441568300754565 3.460000000000000 5C422503D 3 -70 329245.098586746782530 3463456.544335262849927 0.440910014920590
1722583449272 1722583449288 16 329245.090000000025611 3463456.540000000037253 0.440913802285067 3.640000000000000 5C422503D 3 -70 329245.242460791661870 3463456.608525403309613 0.440910014920590
1722583449327 1722583449341 14 329245.239999999990687 3463456.600000000093132 0.440913802285067 3.760000000000000 5C422503D 3 -70 329245.453512121923268 3463456.704888052307069 0.440910014920590
1722583449382 1722583449403 21 329245.669999999983702 3463456.800000000279397 0.440913802285067 4.040000000000000 5C422503D 3 -70 329245.674082907848060 3463456.801095834001899 0.440910014920590
1722583449437 1722583449458 21 329245.900000000023283 3463456.899999999906868 0.438513974563575 4.220000000000000 5C422503D 3 -70 329245.904353503894527 3463456.908234284725040 0.438317293410168
1722583449492 1722583449508 16 329246.030000000027940 3463456.959999999962747 0.438513974563575 4.360000000000000 5C422503D 3 -70 329246.038527724216692 3463456.961493770591915 0.438317293410168
1722583449547 1722583449563 16 329246.200000000011642 3463457.030000000260770 0.438513974563575 4.520000000000000 5C422503D 3 -70 329246.201621030573733 3463457.036459716968238 0.438317293410168
1722583449602 1722583449622 20 329246.479999999981374 3463457.160000000149012 0.438513974563575 4.700000000000000 5C422503D 3 -70 329246.489369087677915 3463457.164840026292950 0.438317293410168
1722583449657 1722583449671 14 329246.669999999983702 3463457.250000000000000 0.436550479155082 4.900000000000000 5C422503D 3 -70 329246.671681657491717 3463457.250581775791943 0.436498223997277
1722583449712 1722583449727 15 329246.940000000002328 3463457.359999999869615 0.436550479155082 5.040000000000000 5C422503D 3 -70 329246.949729892017785 3463457.368031432852149 0.436498223997277
1722583449767 1722583449789 22 329247.179999999993015 3463457.470000000204891 0.436550479155082 5.220000000000000 5C422503D 3 -70 329247.419610136654228 3463457.571067986544222 0.436498223997277
1722583449822 1722583449841 19 329247.410000000032596 3463457.570000000298023 0.436550479155082 5.400000000000000 5C422503D 3 -70 329247.717057971982285 3463457.710378996096551 0.431876312885315
1722583449877 1722583449891 14 329247.710000000020955 3463457.709999999962747 0.431968989868597 5.560000000000000 5C422503D 3 -70 329247.985406372579746 3463457.816898012533784 0.431876312885315
1722583449932 1722583449951 19 329247.979999999981374 3463457.810000000055879 0.431968989868597 5.680000000000000 5C422503D 3 -70 329248.253935112385079 3463457.934502571821213 0.431876312885315
1722583449987 1722583450003 16 329248.250000000000000 3463457.930000000167638 0.431968989868597 5.840000000000000 5C422503D 3 -70 329248.579941305681132 3463458.073348996229470 0.431876312885315
1722583450041 1722583450059 18 329248.739999999990687 3463458.140000000130385 0.427387500582111 6.060000000000000 5C422503D 3 -70 329248.743034574901685 3463458.148314981721342 0.427201273950923
1722583450100 1722583450118 18 329248.739999999990687 3463458.140000000130385 0.427387500582111 6.160000000000000 5C422503D 3 -70 329248.743034574901685 3463458.148314981721342 0.427201273950923
1722583450156 1722583450174 18 329249.270000000018626 3463458.359999999869615 0.427387500582111 6.320000000000000 5C422503D 3 -70 329249.270211861468852 3463458.361507939640433 0.427201273950923
1722583450211 1722583450226 15 329249.559999999997672 3463458.479999999981374 0.427387500582111 6.420000000000000 5C422503D 3 -70 329249.567479301476851 3463458.489733463618904 0.427201273950923
1722583450266 1722583450287 21 329249.970000000030268 3463458.660000000149012 0.421060682043632 6.560000000000000 5C422503D 3 -70 329250.238530531525612 3463458.767116666771472 0.420944041689721
1722583450321 1722583450337 16 329250.229999999981374 3463458.760000000242144 0.421060682043632 6.700000000000000 5C422503D 3 -70 329250.679491573304404 3463458.948446892667562 0.420944041689721
1722583450376 1722583450393 17 329250.669999999983702 3463458.939999999944121 0.421060682043632 6.860000000000000 5C422503D 3 -70 329250.995797897572629 3463459.076362720225006 0.420944041689721
1722583450431 1722583450449 18 329250.989999999990687 3463459.070000000298023 0.421060682043632 6.940000000000000 5C422503D 3 -70 329251.331323477439582 3463459.215054361149669 0.412166519082054
1722583450486 1722583450501 15 329251.330000000016298 3463459.209999999962747 0.412334035783660 7.120000000000000 5C422503D 3 -70 329251.666849050554447 3463459.353746012318879 0.412166519082054
1722583450541 1722583450559 18 329251.660000000032596 3463459.350000000093132 0.412334035783660 7.220000000000000 5C422503D 3 -70 329251.868020109017380 3463459.428092578891665 0.412166519082054
1722583450596 1722583450612 16 329251.859999999986030 3463459.419999999925494 0.412334035783660 7.380000000000000 5C422503D 3 -70 329252.078890972305089 3463459.513369819149375 0.412166519082054
1722583450651 1722583450669 18 329252.070000000006985 3463459.510000000242144 0.412334035783660 7.500000000000000 5C422503D 3 -70 329252.634806838002987 3463459.737183879129589 0.405727406059501
1722583450706 1722583450724 18 329253.070000000006985 3463459.899999999906868 0.405789051088681 7.780000000000000 5C422503D 3 -70 329253.075587450410239 3463459.907428665086627 0.405727406059501
1722583450761 1722583450779 18 329253.210000000020955 3463459.959999999962747 0.405789051088681 7.960000000000000 5C422503D 3 -70 329253.219281053170562 3463459.960533372592181 0.405727406059501
1722583450816 1722583450831 15 329253.729999999981374 3463460.149999999906868 0.405789051088681 8.060000000000000 5C422503D 3 -70 329253.736578004958574 3463460.151710337959230 0.405727406059501
1722583450871 1722583450889 18 329254.200000000011642 3463460.320000000298023 0.393571746324721 8.160000000000000 5C422503D 3 -70 329254.205916956067085 3463460.321490576956421 0.393541447408906
1722583450927 1722583450941 14 329254.660000000032596 3463460.500000000000000 0.393571746324721 8.320000000000000 5C422503D 3 -70 329254.905345967039466 3463460.587323940359056 0.393541447408906
1722583450982 1722583450997 15 329254.900000000023283 3463460.580000000074506 0.393571746324721 8.460000000000001 5C422503D 3 -70 329255.307507651392370 3463460.724931661970913 0.393541447408906
1722583451037 1722583451051 14 329255.299999999988358 3463460.720000000204891 0.393571746324721 8.580000000000000 5C422503D 3 -70 329255.470420486584771 3463460.788812209852040 0.393541447408906
1722583451107 1722583451128 21 329256.210000000020955 3463461.040000000037253 0.378518281526270 8.900000000000000 5C422503D 3 -70 329256.217266383348033 3463461.042785806115717 0.378472745886085
1722583451162 1722583451176 14 329256.630000000004657 3463461.189999999944121 0.378518281526270 9.000000000000000 5C422503D 3 -70 329256.638647282379679 3463461.191169387660921 0.378472745886085
1722583451219 1722583451233 14 329256.979999999981374 3463461.300000000279397 0.378518281526270 9.180000000000000 5C422503D 3 -70 329256.983331492461730 3463461.307535268831998 0.378472745886085
1722583451274 1722583451289 15 329257.500000000000000 3463461.470000000204891 0.362592152101822 9.260000000000000 5C422503D 3 -70 329257.509787079470698 3463461.476386479567736 0.362504431853616
1722583451329 1722583451344 15 329257.950000000011642 3463461.620000000111759 0.362592152101822 9.440000000000000 5C422503D 3 -70 329257.959726314758882 3463461.624305529519916 0.362504431853616
1722583451384 1722583451401 17 329258.489999999990687 3463461.800000000279397 0.362592152101822 9.540000000000001 5C422503D 3 -70 329258.859604744357057 3463461.920143684837967 0.362504431853616
1722583451439 1722583451456 17 329258.850000000034925 3463461.919999999925494 0.362592152101822 9.680000000000000 5C422503D 3 -70 329259.232847275328822 3463462.036045058164746 0.344335013288287
1722583451494 1722583451511 17 329259.229999999981374 3463462.030000000260770 0.344484361112381 9.720000000000001 5C422503D 3 -70 329259.797560948645696 3463462.215362479910254 0.344335013288287
1722583451549 1722583451566 17 329259.789999999979045 3463462.209999999962747 0.344484361112381 9.859999999999999 5C422503D 3 -70 329260.276058484741952 3463462.362817050423473 0.344335013288287
1722583451604 1722583451623 19 329260.650000000023283 3463462.470000000204891 0.344484361112381 10.120000000000001 5C422503D 3 -70 329260.658820438082330 3463462.478563612326980 0.344335013288287
1722583451659 1722583451674 15 329261.330000000016298 3463462.680000000167638 0.329867228626928 10.180000000000000 5C422503D 3 -70 329261.338308536331169 3463462.689279425889254 0.329762194712543
1722583451714 1722583451729 15 329261.330000000016298 3463462.680000000167638 0.329867228626928 10.180000000000000 5C422503D 3 -70 329261.730589920189232 3463462.804871169384569 0.329762194712543
1722583451769 1722583451783 14 329262.220000000030268 3463462.950000000186265 0.329867228626928 10.380000000000001 5C422503D 3 -70 329262.228126309579238 3463462.952016110997647 0.329762194712543
1722583451824 1722583451841 17 329262.929999999993015 3463463.149999999906868 0.316122760767473 10.520000000000000 5C422503D 3 -70 329262.935992380138487 3463463.151181917637587 0.316016295683101
1722583451878 1722583451893 15 329263.450000000011642 3463463.300000000279397 0.316122760767473 10.640000000000001 5C422503D 3 -70 329263.452747976058163 3463463.309102739207447 0.316016295683101
1722583451933 1722583451949 16 329263.950000000011642 3463463.450000000186265 0.316122760767473 10.820000000000000 5C422503D 3 -70 329263.959803770878352 3463463.456092904321849 0.316016295683101
1722583451989 1722583452004 15 329264.270000000018626 3463463.530000000260770 0.316122760767473 10.900000000000000 5C422503D 3 -70 329264.801483132527210 3463463.686347470618784 0.316016295683101
